"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc.",
"728c0f3d-4c41-4245-81e2-761a4cfe6ac5",,"ÚNOSCE ÚDEŘÍ ZNOVU",,,,"18:47 05/03/2024",
"3ee85626-35cb-409f-94e5-608a669881f6",,"VLNA ÚNOSŮ POKRAČUJE",,,,"18:47 05/03/2024",
"01748487-1ecb-4a93-85c8-5e5b7182f19c",,"DALŠÍ OBČAN ZMIZEL",,,,"18:48 05/03/2024",
"3f46878a-bd40-4d69-859d-82d334296f3f",,"Strážníci dělají vše, co je v jejich silách, aby udrželi občany v bezpečí," řekl vedoucí oddělení veřejné bezpečnosti a publicity Starch Kola. „Ti, kdo se bojí opustit své domovy, aby si dali Starch, mohou využít naši novou službu Gold Subscription."",,,,"15:53 25/03/2024",
"b354c3c9-61dc-4779-8c88-0a09949df73c",,"Nemůžu uvěřit, že se to stalo tady," řekl obyvatel |killer.lastmurder.location.building|. „Budu spát s rozsvícenými světly."",,,,"18:54 05/03/2024",
"b1571d8b-f9f7-4aa8-a832-73e83ceea062",,"Nepozornost, paranoia a slabost jsou příznaky nízké hladiny cukru v krvi," uvedl úředník pro veřejné blaho Starch Kola. „Nejlepší, co mohou občané udělat, aby zůstali bystrí, je dát si Starch." ",,,,"18:57 05/03/2024",
"1199fbb1-207f-4143-8906-50b96a13850f",,"V překvapivém zvratu událostí byl dopaden únosce zodpovědný za terorizování ulic |city.name|. \n\nPachatel byl identifikován jako |killer.fullname|, |killer.job.title| z |killer.home.building|, který držel oběti v špinavém doupěti.",,,,"12:25 17/04/2024",
"1cdbf54b-02e6-4c78-9682-b47ef49288cc",,"ÚNOSCE DOPADEN \r",,,,"18:58 05/03/2024",
"73956497-d37f-460c-84d6-d73a57805113",,"ÚNOSCE ZA MŘÍŽEMI",,,,"18:58 05/03/2024",
"c9e2fb67-a313-4258-9fde-bc18d0596199",,"Soukromý detektiv jménem |city.player.name| prý pomohl strážníkům při zatčení. ",,,,"19:04 05/03/2024",
"891944bb-d8d9-4316-86ef-8b4af4a7ad2a",,"Strážníci Starch Kola nebyli k zastižení pro komentář.",,,,"19:06 05/03/2024",
"5689244a-1d89-499d-b950-d5512843c28b",,"Nápadně chyběli strážníci Starch Kola. Místo toho diváci tvrdili, že za dopadení únosce byl zodpovědný soukromý detektiv jménem |city.player.surname|.",,,,"19:07 05/03/2024",
"6eae11de-2eaf-4053-8fe4-f8f4a869c71b",,"Pořádek byl obnoven," řekl mluvčí divize Alpha. „Ale připomínáme občanům, aby zůstali ostražití a hlásili jakékoli podezřelé chování místní kanceláři strážníků."",,,,"15:54 25/03/2024",
"01768541-06c3-47b0-b445-8c9db105bd90",,"ÚNOSCE ZATČEN",,,,"19:09 05/03/2024",
"1fc1c827-d0a8-4203-abf6-bfc43b55cbce",,"H2CO3, C20H27NO2 … ale co ještě??\r\n\r\nzvýšená C20H27NO2 zjištěna u všech subjektů: vyžádejte si další vzorky nového receptu\r\n\r\nC12H22O11 + H2CO3 + C20H27NO2: zvýšit dávkování u všech subjektů\r\n\r\npatetická stvoření... kdyby věděli, jak prosazují věc, nesnažili by se",,,,"15:48 06/03/2024",
"30fcb2c6-4c06-4dcb-b132-682a6e0c6011",,"Den 3: subjekt vykazuje známky agitace a záchvaty zuřivosti. Zvýšena dávka a budou zaznamenány účinky.\r\n\r\nDen 4:  Snížená aktivita v čelním laloku a zvýšená aktivita v amygdale. Subjekt se zdá být lucidnější, ale také agresivnější. \r\n\r\nDen 6: Zvýšeno dávkování. Subjekt ukousl hlavu živé kryse. Úžasný pokrok.",,,,"15:49 06/03/2024",
"55054aac-ba88-4d75-9bd4-e3affc9ee54c",,"TAJNÉ: Pouze pro stupeň A\r\n\r\nZpráva o testování SK-47B1010-6 (”Lifoxetine”) na živých subjektech\r\n\r\nSestavil jménem Výboru pro průzkum a terénní práce Starch Kola \r\n\r\n|writer.fullname|",,,,"17:40 04/04/2024",
"4aa4b6ad-0a62-4c40-b4a6-ea7859d6edab",,"Vážený |receiver.fullname|,\r",,,,"16:04 06/03/2024",
"ff2e5f8c-d242-4d8e-912c-abf8d691f051",,"Oznámení",,,,"16:00 06/03/2024",
"8319ddf0-c948-41ce-858d-655e9b26b6aa",,"Už nemohu pracovat po boku někoho, kdo se vzdal jakékoli představy o etické praxi. Tímto vám oznamuji svůj záměr podat šestiměsíční výpověď. \r\n\r\nTo, co děláme, je nelidské. Raději bych hladověl v Bezedných Hloubkách, než abych byl toho součástí déle. \r",,,,"16:01 06/03/2024",
"76cb59d2-5f8c-480e-97e2-cc5cb2d714c7","LOC_IGNORE","|fullname|",,,,"16:01 06/03/2024",
"3d84e431-1d57-4f7f-a3ed-7ed09fa217fb",,"Výbor E&FW",,,,"16:08 06/03/2024",
"0df91130-015c-45e9-b008-0447efd279fb",,"Ahoj |receiver.firstname|,",,,,"16:08 06/03/2024",
"efd8deab-7727-4ae8-955e-0e0b2ae9bf7c",,"Zase mám strach: jsi si JISTÝ, že nás výbor E&FW ochrání před stíháním? Žádný problém s pokračováním experimentů, jen nechci být hozen pod autobus za to, že dělám svou práci. \r",,,,"16:08 06/03/2024",
"fad9e105-1d27-4ccf-aeec-6c3cd4ebf297","LOC_IGNORE","|firstname|",,,,"16:09 06/03/2024",
"7f71a86c-8bbe-4a32-8905-4db3f30512f3",,"Subjekty",,,,"16:11 06/03/2024",
"4fade6f9-a33c-4338-88ef-d97db038ca8e",,"Ahoj |receiver.firstname|,\r\n\r\nPotřebujeme více subjektů.  Pošlu objednávku divizi Alpha?\r\n",,,,"16:11 06/03/2024",
"c7662e27-60b4-4d53-bb00-9a705e177694",,"|initial|",,,,"16:11 06/03/2024",
"d8a7c8ca-9300-4793-91c1-26e6d3d47d7d",,"Tvoje práce",,,,"16:14 06/03/2024",
"c60dbc81-27ea-4fea-9053-ed5edf50432f",,"Vážený |receiver.fullname|,",,,,"16:15 06/03/2024",
"aeb079d4-ba1e-47eb-91ca-9ee8176bc1d0",,"Nedávno jsem četl váš pamflet, SWEET ANIMALS: Studie cukru a musel jsem vám napsat, abych vám řekl, jak moc mě inspiroval. Vaše teorie o výkonu, dosažení a sociálním podmiňování zrcadlí mé vlastní. Děkuji strýci Edenovi, že na tomto světě existují lidé jako vy. \r\n\r\nS pozdravem,\r",,,,"16:15 06/03/2024"
"1f463cd5-4592-433b-a523-17fcaf4d6994","LOC_IGNORE","|fullname|",,,,"16:16 06/03/2024"
"bb10ba01-013b-4ad1-84d5-f8149ba474ab",,"Příležitost k vystoupení\r",,,,"16:17 06/03/2024"
"550fd8de-7e1d-42f9-a24e-6ec6d006ef5e",,"Vážený |receiver.fullname|,",,,,"16:21 06/03/2024"
"d97faa70-697b-449c-9099-be1d7a67e5d6",,"Jako uznání vaší práce v oboru bychom vás rádi pozvali k přednášce pro naši skupinu: stejně smýšlející kolektiv jednotlivců, kteří vás chtějí dále podporovat. \r\n\nPokud máte zájem, sdělíme vám místo a heslo tajnou poštou. Není třeba dodávat, že se jedná o důvěrné informace. \r\n\r\nDoufáme, že se k nám připojíte. \r",,,,"16:21 06/03/2024"
"873f4f8c-c1a6-4548-b65d-446fe35aeffd","LOC_IGNORE","|initials|",,,,"16:21 06/03/2024"
"1717bebf-c71a-440f-8875-5d94db01f3fa",,"Koupit\r\n\r\nnůž\r\npapír\r\nškrob\r\npochodeň\nzbraň\r\npáska\r\ntaška??\r",,,,"16:27 06/03/2024"
"c3fba037-d15f-48ee-824a-6d3f5f566c50",,"Pokladničky:\r\n\r\n|killer.nextmurder.victim.surname|, pracuje u |killer.nextmurder.victim.job.employer.name|, plat |killer.nextmurder.victim.job.salary|\n|killer.nextmurder.victim.job.title|\n\n|killer.nextmurder.victim.partner.fullname| by měl vysolit\n\n",,,,"17:35 04/04/2024"
"6dd96ec3-3516-4970-b7d2-772812f83154",,"bydlí |killer.nextmurder.victim.home.building|, pracuje |killer.nextmurder.victim.job.hours|",,,,"17:35 04/04/2024"
"a679b787-de69-401f-8ed1-96723ca7fb75",,"místa k nalezení cílů:\n\r\nobyvatelé |random.hotel.name|\n\npacienti |random.syncclinic.name|\r\n\r\nzaměstnanci |random.company.name|",,,,"17:32 04/04/2024"
"37f058b4-7e5d-4403-a788-de6a7308e87c",,"Co se děje?\r",,,,"16:47 06/03/2024"
"553f58a6-6d79-4ae5-8725-603b4d98060f",,"Co se s tebou teď děje? Chováš se divně. A co to máš za oblečení? Je mi líto to říkat, ale smrdíš jako Hlubiny. Lidé to začínají komentovat. ",,,,"16:48 06/03/2024"
"11333131-1f58-42ee-990c-43b30d08f463","LOC_IGNORE","|receiver.firstname|,",,,,"16:47 06/03/2024"
"a04c29e8-a7a6-4588-90c9-5ac384391938","LOC_IGNORE","\r|firstname|",,,,"16:48 06/03/2024"
"8ca6c8c9-44c6-4834-b94c-2d8715c43904",,"Vážený |receiver.surname|,",,,,"16:50 06/03/2024"
"bb73d27a-b1b8-4778-89c4-ce3589c82bd8",,"Dostal jsem váš dopis z minulého týdne s žádostí o zvýšení platu. Odpověď je ne. Ve skutečnosti vám musím snížit plat o 8 % za plýtvání kancelářskými potřebami, dle firemní politiky. \r\n",,,,"16:51 06/03/2024"
"6488b21e-f466-4f16-abe9-b475f7881b3c",,"Žádost o zvýšení platu",,,,"16:49 06/03/2024"
"10f6105b-5ee1-4079-adba-82070ff3f42c","LOC_IGNORE","|firstname|",,,,"16:50 06/03/2024"
"7ee92ab6-fb47-4469-ae6f-f9a2f197cb80",,"Vážený pane Indigo, \r\n\r\nJsem váš velký fanoušek. Vaše kniha JAK JSEM VYSTOUPIL mi změnila život, ukázala mi, že nikdo mi nepomůže, jen JÁ. Našel jsem způsob, jak brát vrány od ostatních, jak říkáte\n\nJakmile budu mít dost, přihlásím se do vašeho Indigo Bootcampu. Mám hlad a dovednosti na to, abych to dokázal, přísahám",,,,"16:53 06/03/2024"
"e632f608-156f-4ffa-932d-072b9d1d1ec1",,"Oznámení o pozdní platbě \r",,,,"16:54 06/03/2024"
"c6aeb519-4a33-4c39-875f-df3b3ed3d853",,"Vážený |receiver.formalname|,",,,,"16:55 06/03/2024"
"b5654e53-bc9d-4e4f-a923-d5e1b083b04f",,"Toto je přátelské připomenutí, že jsme neobdrželi platbu za fakturu číslo 345c. \r\n\r\nDle našich podmínek jsou všechny po splatnosti účty předmětem pokuty ve výši 200CR, která se zvyšuje na 1000CR týdně. \r\n\r\nS úctou vás žádáme o co nejrychlejší provedení platby.\r",,,,"16:55 06/03/2024"
"625357f4-655c-4091-bc5d-40ea2de2c3b2",,"Vedení",,,,"16:55 06/03/2024"
"8f69e69c-0764-4615-8fe2-2ec38b0dc2a2",,"Vaše žádost o připojení k programu Kensington Indigo’s Wealth Accelerator byla zamítnuta z důvodu:\r\n\r\n- Nedostatečný sociální kredit\r\n- Nedostatečné investiční prostředky\r\n- Nedostatečný profil charakteru\r\n\r\nPokud v těchto oblastech dosáhnete zlepšení, můžete se znovu přihlásit zaplacením poplatku za žádost ve výši 8000CR. \r\n",,,,"16:58 06/03/2024"
"66707870-646a-4bfb-833f-8aae6f43e64c",,"Vaše žádost",,,,"16:57 06/03/2024"
"cab0459b-1909-40eb-aa72-23c76cea2162",,"Vážený |receiver.formalname|,",,,,"16:57 06/03/2024"
"59609e97-c90e-4768-8f72-53c88e7d180d",,"Vždy usilující,\r\nKensington Indigo W.E.P.",,,,"16:59 06/03/2024"
"8071856d-8513-4165-b0c9-f84aad5ccd2c",,"DNES JSME VOLALI v |random.number5|, ALE NEBYLI JSTE DOMA\r\n\r\nNebojte se! Náš tým pro vynucený vstup zavolá znovu zítra.\n\r\nPřejeme vám výnosný den,\r\n\r\nDEBT FETCH: Vaši místní specialisté na získávání bohatství",,,,"17:04 06/03/2024"
"6845e3c6-dfb6-4b87-959e-9cdebff9c167",,"Co to je...",,,,"16:29 12/03/2024"
"6726cc90-8339-4192-ad96-3cf0238cf39a",,"Cože?",,,,"16:29 12/03/2024"
"370e5336-c740-480f-ba6a-817556a743b6",,"Kdo to sakra napsal?",,,,"16:30 12/03/2024"
"6809bd6d-4595-4af0-bc0d-4662a49c3b18",,"Vzkaz pro mě...?",,,,"16:30 12/03/2024"
"791830ee-9992-4327-818d-73cbcd7a2af0",,"Divné",,,,"16:30 12/03/2024"
"74d74e49-e24f-470d-a6d5-80f9f65e608b",,"Hmm...",,,,"16:31 12/03/2024"
"f8fe6d43-461f-446d-9c10-91e7c5116505",,"Nerozumím",,,,"16:31 12/03/2024"
"c020d381-51af-421c-a957-85dc1fa53bae",,"Tohle jsem nenapsal...",,,,"16:32 12/03/2024"
"79ac2b13-6fca-4d01-8a4f-dde528d891ee",,"Co to sakra znamená?",,,,"16:33 12/03/2024"
"3199346a-c82c-48c4-9762-5af6f4a29ec8",,"Potřebuju nové brýle",,,,"16:34 12/03/2024"
"db2a9935-2af8-4b70-a42c-1fe6ab0fb164",,"Je tohle nějaký vtip...?",,,,"16:41 12/03/2024"
"ce0d0022-f49c-468e-88c2-dd17da086ab1",,"Tohle ani nemůžu přečíst",,,,"16:37 12/03/2024"
"ea3026d7-3892-4ba6-bac3-bb66441a3f06",,"Byl tu někdo...?",,,,"16:38 12/03/2024"
"a93e4543-084c-48da-942d-4512f2539a57",,"To je ten slavný detektiv? Poslouchej dobře.",,,,"16:48 12/03/2024"
"ca796136-37f9-499b-bc03-16e3b3a5bb54",,"Detektive? Doufal jsem, že tě chytím.",,,,"16:57 12/03/2024"
"ef1c962b-abf4-4289-8213-6f507a37cf1e",,"To |city.player.name|? Slyšel jsem o tobě všechno.",,,,"16:58 12/03/2024"
"2ab31684-c840-4548-8589-fe817f96d717",,"Mám tady mrtvolu, která chladne.",,,,"16:58 12/03/2024"
"08b138cf-b814-47b4-8d65-53603965c343",,"Právě jsem udělal velký nepořádek.",,,,"16:58 12/03/2024"
"3e76bdec-03b4-43c2-a6b7-57c4dfae9a34",,"Mám tělo, které je třeba zmizet.",,,,"17:07 12/03/2024"
"52c7a6b5-2f82-4761-86bf-d4437324fcfc",,"Chceš si vydělat nějaké vrány? Přijď to uklidit. ",,,,"16:59 12/03/2024"
"64238d38-94b2-49ba-a103-6b6f030848b7",,"Vezmi tělo a zahoď ho. Je mi jedno kam.",,,,"10:57 29/03/2024"
"34890a8a-6ac0-45c3-8d58-93aa943c37f5",,"Zbav se těla.",,,,"10:57 29/03/2024"
"55d4b805-ea4f-4433-aca0-6388bf11ca36",,"Schovej tělo.",,,,"10:57 29/03/2024"
"aac35431-952c-4238-928c-8f178cebff41",,"Zaplatím líp než radnice. |killer.cleanupreward| vrány.",,,,"14:35 20/03/2024"
"c56f12dc-45f4-4024-bad6-83a3f2e5527c",,"|killer.cleanupreward| vrány, až bude práce hotová.",,,,"14:35 20/03/2024"
"5577f5b2-9923-4dd3-91cc-1479d86b476e",,"|killer.cleanupreward| vrány, pokud to stihneš včas.",,,,"14:35 20/03/2024"
"ee7ba24f-31c1-4039-98aa-b926dd53cc78",,"Je to na |killer.lastmurder.location.name|. Ať tě nikdo nevidí!",,,,"14:03 20/03/2024"
"4447283c-f8b3-44e4-b4c6-a13c4ee7eef2",,"Kdo říká, že zločin se nevyplácí?",,,,"17:25 12/03/2024"
"4fa0d928-77ab-4f92-8df4-a5d02eead21e",,"Pospěš si, jestli chceš být první na místě...",,,,"17:11 12/03/2024"
"64318961-4a8f-40cd-8de1-59c999bf1bf6",,"Policie tu bude brzy. Utíkej. ",,,,"17:09 12/03/2024"
"229d4bc1-17c3-4fa4-a87c-836d5a4f80b1",,"|city.player.name|? Konečně se setkáváme.",,,,"17:12 12/03/2024"
"4d69899f-1e92-471a-94cc-a96610fcf3c6",,"Směji se, až kašlu\r\nSmog je tak špatný\r\nProč rackové nekašlou\r\nCo vědí\r\nProč se nesmějí",,,,"17:47 12/03/2024"
"78926a06-a36a-42a3-b7f1-7dd524ede164",,"Proč nikdo nevidí\r\nKrásu, která jsem já\r\nProč se nikdo neschází\r\nS tím já, co je tak skvělé?",,,,"17:55 12/03/2024"
"d151c6cb-f106-4a18-b290-a962e97d75ce",,"Ach moucha! Létající proti mému oknu!\r\nPokud půjdeš ven\r\nZemřeš!\r\nVzduch je dnes tak špatný!\r\nNemůžeš létat!",,,,"17:51 12/03/2024"
"48221024-657f-48df-89dd-f04033d1f038",,"Vzpoura! Vzpoura! Revoluce! Revoluce!\r\nTo je cesta k řešení problémů!\r\nKdyž povstaneme, monstra nahoře\r\nKlesnou do\r\n(pracovat na tomto řádku)",,,,"17:52 12/03/2024"
"1a35f8a5-920d-4cce-bf21-31c3fc45e20a",,"Pracuji celý den, pracuji celou noc\r\nMoje poezie udržuje můj boj\r\nKdyž přijdu domů, já\r\n(pracovat na tomto řádku)",,,,"17:53 12/03/2024"
"a296a7af-70b3-4548-a6ff-92516e5a4b5c",,"Jednoho dne tohle místo opustím!\r\nVyletím nad mlhy\r\nJako pták\r\n(vyhledat ptáky)",,,,"17:54 12/03/2024"
"19a1433e-f159-4157-86e8-007b84248974",,"Musím odsud zmizet",,,,"17:59 12/03/2024"
"128853e6-c138-4421-9b92-076e2ce8f3bb",,"Věci se musí zlepšit",,,,"18:16 12/03/2024"
"20e02059-dead-4b1d-97f6-19ac280b056d",,"Všude prokleté Rudé Dásně",,,,"18:00 12/03/2024"
"6767aed0-8c80-4cff-ac86-fface184edc4",,"Povstaňte! Nebo se utopíme! ",,,,"18:01 12/03/2024"
"9809b3bc-7b96-4d96-b612-2ffac4df8818",,"Sledují mě, vím to...",,,,"18:03 12/03/2024"
"28079c66-0188-4fba-b4f1-46f859d92774",,"Někdo mě sleduje...?",,,,"18:05 12/03/2024"
"10569bd0-cc9e-4ae2-bf2e-5f757f9bcff8",,"Stěny mají uši",,,,"18:04 12/03/2024"
"375f69b0-b248-4f63-8773-760fdc93babc",,"Špioni všude",,,,"18:04 12/03/2024"
"97a174fc-5c3d-4c06-b36a-fb20af510a8c",,"Co to bylo?",,,,"18:05 12/03/2024"
"22186b1d-a17c-4a05-85cc-d3b925fd1e84",,"Potřebuji jen pár korun navíc...",,,,"18:06 12/03/2024"
"82a410ae-8f35-4852-8332-a1ebc92cc56d",,"Potřebuji jen jednu šťastnou příležitost",,,,"18:11 12/03/2024"
"b549cac3-abd7-4bf1-bf70-a1a456e5ceeb",,"Ušlo mi to",,,,"18:12 12/03/2024"
"9a4510be-94e3-4860-bc20-bfff733cdc90",,"Poslední práce a pak končím",,,,"18:10 12/03/2024"
"e747622b-1bea-4018-a3c8-9eec2fa08464",,"Krysy... jen krysy...",,,,"18:11 12/03/2024"
"297f9249-2f3a-4a0a-b6f3-62166abab9be",,"Město plné hlupáků",,,,"18:12 12/03/2024"
"721bd87f-906b-462f-ba45-b7f09b913b74",,"Časová osa světové historie Candoru: 1900-současnost",,,,"16:11 15/03/2024"
"2a0c36bc-a887-4c58-8ae1-ac0603f6e257",,"18. století: Anglie a Francie tvoří globálně dominantní alianci, Anglo-francouzské impérium, ovládané Ludvíkem XVI. a Marií Antoinettou pod rodem Bourbonů",,,,"15:57 15/03/2024"
"2698b25b-38db-48d0-8a50-6e61eaba1ff6",,"Využívaje příležitosti v nárůstu bohatství v Evropě, vládci Číny, Ruska, Japonska a částí Indie vytvářejí obchodní partnerství známé na západě jako Východní dynastie. ",,,,"15:58 15/03/2024"
"4c0fd798-db06-4c73-90a4-1db03b576f57",,"1900: Společnost Starch Kola založena Edenem Kruegerem. Původně prodávána jako tonikum vojákům k úlevě od hořčičné nemoci.",,,,"16:00 15/03/2024"
"2cedd9c2-da1c-4f50-b415-ebc972a5cadc",,"1901: Anglo-francouzské impérium je rozpuštěno.",,,,"16:01 15/03/2024"
"7be1c46d-b96c-4ee8-bcf2-0506fd622b3e",,"1902: Na jeho místě se formují Spojené atlantské státy.",,,,"16:01 15/03/2024"
"d0d9bbcf-4473-477f-b614-e088e1eb10b3",,"1900s: Průmyslové znečištění začíná způsobovat klimatické změny bezprecedentní rychlostí. Mnozí viní použití biologických zbraní.",,,,"16:01 15/03/2024"
"b64e0fdf-6441-41e2-9387-e253cb1783b1",,"1904: Spuštěna Směrnice malých planet alias Nešťastná loterie.",,,,"16:02 15/03/2024"
"0c9cddcd-27c3-46d6-9cd9-e93bac5018f5",,"1909: Ve snaze o oživení západní ekonomiky po ztrátách v Hořčičné válce, UAS hlasuje pro udělení stejných práv korporacím jako jednotlivcům.",,,,"16:02 15/03/2024"
"2cb83fe4-e0de-4a49-88d1-2ddae48f3507",,"1910: Africká federace pořádá summit, aby varovala před nebezpečím změny klimatu. ",,,,"16:02 15/03/2024"
"7a95b675-66c1-422c-9f74-639725b0cd69",,"1912: Katastrofa Titaniku.",,,,"16:03 15/03/2024"
"cc0f0ab8-478f-4e5c-bb69-a3b31bbce512",,"1919: Dokončen a schválen pro veřejné použití vakuový poštovní systém.",,,,"16:03 15/03/2024"
"07d2ae8c-85b5-44c9-9934-88a626b0c67f",,"1924: Odpor vůči Směrnici malých planet roste mezi nacionalistickými skupinami na západě. UAS začíná přestavovat svou armádu ve snaze konkurovat Východu. Rozvíjí se studená válka, vedoucí k rychlému pokroku v technologiích.",,,,"16:03 15/03/2024"
"0605ce52-4ad4-44f2-92f0-f8ec62c092da",,"1950: Vynalezen první Cruncher.",,,,"16:04 15/03/2024"
"8fe74024-c74f-4fa5-b81b-620b27d4b3d9",,"1955: Narozena Kyra Cho, zakladatelka Kaizen-6.",,,,"16:04 15/03/2024"
"e4904c6f-6f2f-40a4-b059-db58552a8140",,"1960: UAS zavádí kompenzační schéma k Směrnici malých planet. ",,,,"16:04 15/03/2024"
"2fedef8e-db14-42fe-91e7-8f3694cf3534",,"1965: UAS volí Starch Kola jako prvního prezidenta megakorporace. Industrializace se pod vedením Edena Kruegera zrychluje.",,,,"16:05 15/03/2024"
"144300da-b32b-41f9-98c3-ca950f8b7138",,"1967: Rudé Dásně získávají proslulost, když zavraždí generálního ředitele konkurenta Starch Kola, společnosti Sugar Rush Beverages. ",,,,"16:05 15/03/2024"
"98286a64-6d60-49c6-bc34-10d7034d3e54",,"1969: Ve věku 14 let Kyra Cho zakládá Kaizen-6.",,,,"16:05 15/03/2024"
"1f564c5e-d9db-4443-b7b1-a41c8a5c3031",,"1971: Starch Kola oznamuje privatizaci všech veřejných služeb ve prospěch korporátních alternativ. Zřízeny jsou Starch Kola Strážníci.",,,,"16:05 15/03/2024"
"a4749c31-265a-4417-aa9f-f2f1d7a5a56e",,"1972: Po mnoha letech prohibice, Elliott Genetics uvádí na trh první stroje pro sekvenční omlazení, stávající se známým jménem v domácnostech. ",,,,"16:06 15/03/2024"
"91ec7f03-201f-4ac8-97dd-1241b6b6665b",,"1973: Obchodní génius a zakladatel Kensington Indigo, Eugene Kensington, je zabit při tragické nehodě vznášedlového vlaku. ",,,,"16:06 15/03/2024"
"cbfbc7a9-f2ca-42d1-a67c-4a6e95b5701e",,"1973: Ve většině velkých měst jsou zavedeny odesílací stanice, nahrazující hraniční přechody, jelikož stoupající hladina moří činí pozemní cestování neudržitelným. ",,,,"16:07 15/03/2024"
"731eb077-4e94-47f3-bea4-5a6f5c4939f4",,"1976-79: Východní potravinová krize. ",,,,"16:07 15/03/2024"
"46784717-227c-4159-af46-fb10e9b648c2",,"1978: Východní dynastie volí Kaizen-6 jako svého prvního korporátního zástupce.",,,,"16:08 15/03/2024"
"1b881e45-7a34-404e-be79-3d5964d4e5db",,"1979: Eden Krueger umírá ve věku 100 let. Následuje ho jeho dcera, Apple. ",,,,"16:08 15/03/2024"
"d2b840f5-6208-4c39-bef9-6a9a1c8235f8",,"19. století: Anglo-francouzské impérium se začíná rozpadat, protože není schopno vládnout tak obrovským vzdálenostem a nesourodým národům. Mnoho občanů se obrací proti Dvoru a volá po lokalizované demokracii.",,,,"16:10 15/03/2024"
"51c56561-f7ee-4b12-8e7a-b7213b3423e6",,"1879: Rodí se Eden Krueger.",,,,"16:10 15/03/2024"
"24cef1ca-9e4e-4278-aecf-6e75497367b1",,"1891-1901: Hořčičná válka. ",,,,"16:10 15/03/2024"
"7103063d-4bb9-4deb-b763-97092a3cd1d0",,"Potřebuju spát...",,,,"16:25 15/03/2024"
"2eeb3652-93fc-44ae-801a-e4492559f7fd",,"Nikdy se nedozvěděl, že to jsem byl já...",,,,"16:16 15/03/2024"
"abc3c266-af7c-4139-9cf7-c34f536a644a",,"Další den, další směna",,,,"16:25 15/03/2024"
"d72dbc3d-c126-4c4d-8770-1e88eb10f58e",,"Tohle už dál dělat nemůžu",,,,"16:26 15/03/2024"
"522d3a83-bbe5-4232-8be1-0f1ff89ff042",,"Jen musím držet hlavu dole...",,,,"16:26 15/03/2024"
"962b6e57-6fd8-43e5-9494-353e69d738ca",,"Tohle místo mě zabíjí",,,,"16:28 15/03/2024"
"6857fb8f-3e48-467f-841f-5ce6524b8607",,"Víme vůbec pro koho pracujeme?",,,,"16:30 15/03/2024"
"371b29dd-86a6-44e9-8479-a7cb3a7ecd22",,"Koho to zajímá, dostáváme zaplaceno",,,,"16:32 15/03/2024"
"64a5fd6d-29d4-4755-b15f-51c0c79c3883",,"Taky mě to trápí",,,,"16:34 15/03/2024"
"6aaabf9f-348e-4fb9-9e61-fdf11a0c7473",,"Nejsme dost důležití, abychom to věděli",,,,"16:35 15/03/2024"
"1a0ef9df-c40e-4d7d-a6b4-e230a8154594",,"Nemůžeš hádat?",,,,"16:36 15/03/2024"
"99e82ae9-5dd7-4fc2-8e5a-24480be33af9",,"Jak dopadl poslední test?",,,,"16:40 15/03/2024"
"a0a8ffa8-c89a-42b4-b8e4-03ff0159350d",,"Moc dobře ne",,,,"16:39 15/03/2024"
"42152623-cc2b-46ca-ab75-6c0944395c66",,"Tentokrát jsme ztratili jen čtyři",,,,"16:39 15/03/2024"
"8ecb97b3-59fe-406b-9ec9-8c26efc2e2bc",,"Horší než minule",,,,"16:45 15/03/2024"
"006d8dd6-4ad2-42cb-b433-dcb365aab895",,"Totální selhání",,,,"16:40 15/03/2024"
"52438bb1-9936-490f-a904-08415e4c9093",,"Mohlo to dopadnout lépe",,,,"16:40 15/03/2024"
"557d5126-32ba-435c-8af3-91db31d1ee21",,"Takže zpět k rýsovacímu prknu",,,,"16:41 15/03/2024"
"c4dec188-4732-436f-bb22-de8146fb5ae3",,"Vždycky je příště",,,,"16:41 15/03/2024"
"c8ee5937-a1fd-4483-998d-15233946fb09",,"Nedostatečné. Potřebujeme výsledky",,,,"16:42 15/03/2024"
"e306843f-8690-4e5a-9f24-4ea7e24464d5",,"Ach, skvěle",,,,"16:42 15/03/2024"
"928ff7f1-d86b-42d3-b4e6-c972f5a22a77",,"Nakonec to zvládneme",,,,"16:43 15/03/2024"
"7d988dff-085d-40fa-8089-19d154affaf0",,"Potřebuješ ještě ty vzorky?",,,,"16:46 15/03/2024"
"27b062f0-a1ff-4c41-9352-db26b3b07436",,"Potřeboval jsem je včera",,,,"16:48 15/03/2024"
"10a86567-0f5a-442a-b90a-11c152ac8455",,"To si piš!",,,,"16:48 15/03/2024"
"33dec3d7-be71-4c1b-b889-af27f2f25ab5",,"Ano, ale nepomohou",,,,"16:49 15/03/2024"
"a4fc7476-c0b4-4e07-80d7-a586ed0dab7d",,"Samozřejmě, že je potřebuju",,,,"16:50 15/03/2024"
"cf308f17-ddd4-446a-ae25-8a3581795124",,"Jen pokud budou tentokrát slušné",,,,"16:50 15/03/2024"
"9402577e-7bab-433f-9ef1-419c0191354a",,"Myslím, že už tuhle práci dělat nemůžu",,,,"16:53 15/03/2024"
"bd8da7ce-6c47-4aac-8513-5e02bdb18c71",,"Vím, co myslíš",,,,"16:55 15/03/2024"
"427de80d-ecfd-4c1b-a8e4-c8d829d4f4e9",,"Proč ne?",,,,"16:55 15/03/2024"
